Fecha,Ingenio,Precioencuestado,Mercado,Tipo Producto
2025-01-15,El Potrero,"1,176.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-16,Benito Juarez,"1,050.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-16,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-16,El Potrero,"1,176.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-17,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-17,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-17,El Potrero,"1,176.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-20,Benito Juarez,"1,070.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-20,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-20,El Potrero,"1,176.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-21,Benito Juarez,"1,070.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-21,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-21,El Potrero,"1,176.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-22,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-22,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-23,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-23,El Potrero,"1,170.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-24,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-24,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-27,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-27,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-28,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-28,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-29,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-29,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-30,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-30,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-31,Benito Juarez,"1,060.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
2025-01-31,El Potrero,"1,160.00",DF: Central de Abasto de Iztapalapa DF,Azúcar Estándar
